id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2
13,2017,Rajkot,2017-04-14,Rising_Pune_Supergiant,Gujarat_Lions,Gujarat_Lions,field,normal,0,Gujarat_Lions,0,7,AJ_Tye,Saurashtra_Cricket_Association_Stadium,A_Nand_Kishore,S_Ravi
14,2017,Kolkata,2017-04-15,Kolkata_Knight_Riders,Sunrisers_Hyderabad,Sunrisers_Hyderabad,field,normal,0,Kolkata_Knight_Riders,17,0,RV_Uthappa,Eden_Gardens,AY_Dandekar,NJ_Llong
15,2017,Delhi,2017-04-15,Delhi_Daredevils,Kings_XI_Punjab,Delhi_Daredevils,bat,normal,0,Delhi_Daredevils,51,0,CJ_Anderson,Feroz_Shah_Kotla,YC_Barde,Nitin_Menon
16,2017,Mumbai,2017-04-16,Gujarat_Lions,Mumbai_Indians,Mumbai_Indians,field,normal,0,Mumbai_Indians,0,6,N_Rana,Wankhede_Stadium,A_Nand_Kishore,S_Ravi
17,2017,Bangalore,2017-04-16,Rising_Pune_Supergiant,Royal_Challengers_Bangalore,Royal_Challengers_Bangalore,field,normal,0,Rising_Pune_Supergiant,27,0,BA_Stokes,M_Chinnaswamy_Stadium,KN_Ananthapadmanabhan,C_Shamshuddin
18,2017,Delhi,2017-04-17,Delhi_Daredevils,Kolkata_Knight_Riders,Delhi_Daredevils,bat,normal,0,Kolkata_Knight_Riders,0,4,NM_Coulter-Nile,Feroz_Shah_Kotla,Nitin_Menon,CK_Nandan
19,2017,Hyderabad,2017-04-17,Sunrisers_Hyderabad,Kings_XI_Punjab,Kings_XI_Punjab,field,normal,0,Sunrisers_Hyderabad,5,0,B_Kumar,"Rajiv_Gandhi_International_Stadium,_Uppal",AY_Dandekar,A_Deshmukh
20,2017,Rajkot,2017-04-18,Royal_Challengers_Bangalore,Gujarat_Lions,Gujarat_Lions,field,normal,0,Royal_Challengers_Bangalore,21,0,CH_Gayle,Saurashtra_Cricket_Association_Stadium,S_Ravi,VK_Sharma
21,2017,Hyderabad,2017-04-19,Sunrisers_Hyderabad,Delhi_Daredevils,Sunrisers_Hyderabad,bat,normal,0,Sunrisers_Hyderabad,15,0,KS_Williamson,"Rajiv_Gandhi_International_Stadium,_Uppal",CB_Gaffaney,NJ_Llong
22,2017,Indore,2017-04-20,Kings_XI_Punjab,Mumbai_Indians,Mumbai_Indians,field,normal,0,Mumbai_Indians,0,8,JC_Buttler,Holkar_Cricket_Stadium,M_Erasmus,C_Shamshuddin
23,2017,Kolkata,2017-04-21,Kolkata_Knight_Riders,Gujarat_Lions,Gujarat_Lions,field,normal,0,Gujarat_Lions,0,4,SK_Raina,Eden_Gardens,CB_Gaffaney,Nitin_Menon
24,2017,Mumbai,2017-04-22,Mumbai_Indians,Delhi_Daredevils,Delhi_Daredevils,field,normal,0,Mumbai_Indians,14,0,MJ_McClenaghan,Wankhede_Stadium,A_Nand_Kishore,S_Ravi
25,2017,Pune,2017-04-22,Sunrisers_Hyderabad,Rising_Pune_Supergiant,Rising_Pune_Supergiant,field,normal,0,Rising_Pune_Supergiant,0,6,MS_Dhoni,Maharashtra_Cricket_Association_Stadium,AY_Dandekar,A_Deshmukh
26,2017,Rajkot,2017-04-23,Kings_XI_Punjab,Gujarat_Lions,Gujarat_Lions,field,normal,0,Kings_XI_Punjab,26,0,HM_Amla,Saurashtra_Cricket_Association_Stadium,AK_Chaudhary,M_Erasmus
27,2017,Kolkata,2017-04-23,Kolkata_Knight_Riders,Royal_Challengers_Bangalore,Royal_Challengers_Bangalore,field,normal,0,Kolkata_Knight_Riders,82,0,NM_Coulter-Nile,Eden_Gardens,CB_Gaffaney,CK_Nandan
28,2017,Mumbai,2017-04-24,Rising_Pune_Supergiant,Mumbai_Indians,Mumbai_Indians,field,normal,0,Rising_Pune_Supergiant,3,0,BA_Stokes,Wankhede_Stadium,A_Nand_Kishore,S_Ravi
29,2017,Pune,2017-04-26,Rising_Pune_Supergiant,Kolkata_Knight_Riders,Kolkata_Knight_Riders,field,normal,0,Kolkata_Knight_Riders,0,7,RV_Uthappa,Maharashtra_Cricket_Association_Stadium,AY_Dandekar,NJ_Llong
30,2017,Bangalore,2017-04-27,Royal_Challengers_Bangalore,Gujarat_Lions,Gujarat_Lions,field,normal,0,Gujarat_Lions,0,7,AJ_Tye,M_Chinnaswamy_Stadium,AK_Chaudhary,C_Shamshuddin
31,2017,Kolkata,2017-04-28,Delhi_Daredevils,Kolkata_Knight_Riders,Kolkata_Knight_Riders,field,normal,0,Kolkata_Knight_Riders,0,7,G_Gambhir,Eden_Gardens,NJ_Llong,S_Ravi
32,2017,Chandigarh,2017-04-28,Sunrisers_Hyderabad,Kings_XI_Punjab,Kings_XI_Punjab,field,normal,0,Sunrisers_Hyderabad,26,0,Rashid_Khan,"Punjab_Cricket_Association_IS_Bindra_Stadium,_Mohali",Nitin_Menon,CK_Nandan
33,2017,Pune,2017-04-29,Rising_Pune_Supergiant,Royal_Challengers_Bangalore,Royal_Challengers_Bangalore,field,normal,0,Rising_Pune_Supergiant,61,0,LH_Ferguson,Maharashtra_Cricket_Association_Stadium,KN_Ananthapadmanabhan,M_Erasmus
34,2017,Rajkot,2017-04-29,Gujarat_Lions,Mumbai_Indians,Gujarat_Lions,bat,tie,0,Mumbai_Indians,0,0,KH_Pandya,Saurashtra_Cricket_Association_Stadium,AK_Chaudhary,CB_Gaffaney
35,2017,Chandigarh,2017-04-30,Delhi_Daredevils,Kings_XI_Punjab,Kings_XI_Punjab,field,normal,0,Kings_XI_Punjab,0,10,Sandeep_Sharma,"Punjab_Cricket_Association_IS_Bindra_Stadium,_Mohali",YC_Barde,CK_Nandan
36,2017,Hyderabad,2017-04-30,Sunrisers_Hyderabad,Kolkata_Knight_Riders,Kolkata_Knight_Riders,field,normal,0,Sunrisers_Hyderabad,48,0,DA_Warner,"Rajiv_Gandhi_International_Stadium,_Uppal",AY_Dandekar,S_Ravi
37,2017,Mumbai,2017-05-01,Royal_Challengers_Bangalore,Mumbai_Indians,Royal_Challengers_Bangalore,bat,normal,0,Mumbai_Indians,0,5,RG_Sharma,Wankhede_Stadium,AK_Chaudhary,CB_Gaffaney
38,2017,Pune,2017-05-01,Gujarat_Lions,Rising_Pune_Supergiant,Rising_Pune_Supergiant,field,normal,0,Rising_Pune_Supergiant,0,5,BA_Stokes,Maharashtra_Cricket_Association_Stadium,M_Erasmus,C_Shamshuddin
39,2017,Delhi,2017-05-02,Sunrisers_Hyderabad,Delhi_Daredevils,Delhi_Daredevils,field,normal,0,Delhi_Daredevils,0,6,Mohammed_Shami,Feroz_Shah_Kotla,YC_Barde,Nitin_Menon
40,2017,Kolkata,2017-05-03,Kolkata_Knight_Riders,Rising_Pune_Supergiant,Rising_Pune_Supergiant,field,normal,0,Rising_Pune_Supergiant,0,4,RA_Tripathi,Eden_Gardens,KN_Ananthapadmanabhan,A_Nand_Kishore
41,2017,Delhi,2017-05-04,Gujarat_Lions,Delhi_Daredevils,Delhi_Daredevils,field,normal,0,Delhi_Daredevils,0,7,RR_Pant,Feroz_Shah_Kotla,M_Erasmus,Nitin_Menon
42,2017,Bangalore,2017-05-05,Kings_XI_Punjab,Royal_Challengers_Bangalore,Royal_Challengers_Bangalore,field,normal,0,Kings_XI_Punjab,19,0,Sandeep_Sharma,M_Chinnaswamy_Stadium,CB_Gaffaney,C_Shamshuddin
43,2017,Hyderabad,2017-05-06,Rising_Pune_Supergiant,Sunrisers_Hyderabad,Sunrisers_Hyderabad,field,normal,0,Rising_Pune_Supergiant,12,0,JD_Unadkat,"Rajiv_Gandhi_International_Stadium,_Uppal",KN_Ananthapadmanabhan,AK_Chaudhary
44,2017,Delhi,2017-05-06,Mumbai_Indians,Delhi_Daredevils,Delhi_Daredevils,field,normal,0,Mumbai_Indians,146,0,LMP_Simmons,Feroz_Shah_Kotla,Nitin_Menon,CK_Nandan
45,2017,Bangalore,2017-05-07,Royal_Challengers_Bangalore,Kolkata_Knight_Riders,Kolkata_Knight_Riders,field,normal,0,Kolkata_Knight_Riders,0,6,SP_Narine,M_Chinnaswamy_Stadium,AY_Dandekar,C_Shamshuddin
46,2017,Chandigarh,2017-05-07,Kings_XI_Punjab,Gujarat_Lions,Gujarat_Lions,field,normal,0,Gujarat_Lions,0,6,DR_Smith,"Punjab_Cricket_Association_IS_Bindra_Stadium,_Mohali",A_Nand_Kishore,VK_Sharma
47,2017,Hyderabad,2017-05-08,Mumbai_Indians,Sunrisers_Hyderabad,Mumbai_Indians,bat,normal,0,Sunrisers_Hyderabad,0,7,S_Dhawan,"Rajiv_Gandhi_International_Stadium,_Uppal",KN_Ananthapadmanabhan,M_Erasmus
48,2017,Chandigarh,2017-05-09,Kings_XI_Punjab,Kolkata_Knight_Riders,Kolkata_Knight_Riders,field,normal,0,Kings_XI_Punjab,14,0,MM_Sharma,"Punjab_Cricket_Association_IS_Bindra_Stadium,_Mohali",A_Nand_Kishore,S_Ravi
49,2017,Kanpur,2017-05-10,Gujarat_Lions,Delhi_Daredevils,Delhi_Daredevils,field,normal,0,Delhi_Daredevils,0,2,SS_Iyer,Green_Park,YC_Barde,AK_Chaudhary
50,2017,Mumbai,2017-05-11,Kings_XI_Punjab,Mumbai_Indians,Mumbai_Indians,field,normal,0,Kings_XI_Punjab,7,0,WP_Saha,Wankhede_Stadium,A_Deshmukh,A_Nand_Kishore
51,2017,Delhi,2017-05-12,Delhi_Daredevils,Rising_Pune_Supergiant,Delhi_Daredevils,bat,normal,0,Delhi_Daredevils,7,0,KK_Nair,Feroz_Shah_Kotla,KN_Ananthapadmanabhan,CK_Nandan
52,2017,Kanpur,2017-05-13,Gujarat_Lions,Sunrisers_Hyderabad,Sunrisers_Hyderabad,field,normal,0,Sunrisers_Hyderabad,0,8,Mohammed_Siraj,Green_Park,AK_Chaudhary,Nitin_Menon
53,2017,Kolkata,2017-05-13,Mumbai_Indians,Kolkata_Knight_Riders,Kolkata_Knight_Riders,field,normal,0,Mumbai_Indians,9,0,AT_Rayudu,Eden_Gardens,A_Nand_Kishore,S_Ravi
54,2017,Pune,2017-05-14,Kings_XI_Punjab,Rising_Pune_Supergiant,Rising_Pune_Supergiant,field,normal,0,Rising_Pune_Supergiant,0,9,JD_Unadkat,Maharashtra_Cricket_Association_Stadium,AY_Dandekar,A_Deshmukh
55,2017,Delhi,2017-05-14,Royal_Challengers_Bangalore,Delhi_Daredevils,Royal_Challengers_Bangalore,bat,normal,0,Royal_Challengers_Bangalore,10,0,HV_Patel,Feroz_Shah_Kotla,CK_Nandan,C_Shamshuddin
56,2017,Mumbai,2017-05-16,Rising_Pune_Supergiant,Mumbai_Indians,Mumbai_Indians,field,normal,0,Rising_Pune_Supergiant,20,0,Washington_Sundar,Wankhede_Stadium,S_Ravi,C_Shamshuddin
57,2017,Bangalore,2017-05-17,Sunrisers_Hyderabad,Kolkata_Knight_Riders,Kolkata_Knight_Riders,field,normal,1,Kolkata_Knight_Riders,0,7,NM_Coulter-Nile,M_Chinnaswamy_Stadium,AK_Chaudhary,Nitin_Menon
58,2017,Bangalore,2017-05-19,Kolkata_Knight_Riders,Mumbai_Indians,Mumbai_Indians,field,normal,0,Mumbai_Indians,0,6,KV_Sharma,M_Chinnaswamy_Stadium,NJ_Llong,Nitin_Menon
59,2017,Hyderabad,2017-05-21,Mumbai_Indians,Rising_Pune_Supergiant,Mumbai_Indians,bat,normal,0,Mumbai_Indians,1,0,KH_Pandya,"Rajiv_Gandhi_International_Stadium,_Uppal",NJ_Llong,S_Ravi
60,2008,Bangalore,2008-04-18,Kolkata_Knight_Riders,Royal_Challengers_Bangalore,Royal_Challengers_Bangalore,field,normal,0,Kolkata_Knight_Riders,140,0,BB_McCullum,M_Chinnaswamy_Stadium,Asad_Rauf,RE_Koertzen
61,2008,Chandigarh,2008-04-19,Chennai_Super_Kings,Kings_XI_Punjab,Chennai_Super_Kings,bat,normal,0,Chennai_Super_Kings,33,0,MEK_Hussey,"Punjab_Cricket_Association_Stadium,_Mohali",MR_Benson,SL_Shastri
62,2008,Delhi,2008-04-19,Rajasthan_Royals,Delhi_Daredevils,Rajasthan_Royals,bat,normal,0,Delhi_Daredevils,0,9,MF_Maharoof,Feroz_Shah_Kotla,Aleem_Dar,GA_Pratapkumar
63,2008,Mumbai,2008-04-20,Mumbai_Indians,Royal_Challengers_Bangalore,Mumbai_Indians,bat,normal,0,Royal_Challengers_Bangalore,0,5,MV_Boucher,Wankhede_Stadium,SJ_Davis,DJ_Harper
64,2008,Kolkata,2008-04-20,Deccan_Chargers,Kolkata_Knight_Riders,Deccan_Chargers,bat,normal,0,Kolkata_Knight_Riders,0,5,DJ_Hussey,Eden_Gardens,BF_Bowden,K_Hariharan
65,2008,Jaipur,2008-04-21,Kings_XI_Punjab,Rajasthan_Royals,Kings_XI_Punjab,bat,normal,0,Rajasthan_Royals,0,6,SR_Watson,Sawai_Mansingh_Stadium,Aleem_Dar,RB_Tiffin
66,2008,Hyderabad,2008-04-22,Deccan_Chargers,Delhi_Daredevils,Deccan_Chargers,bat,normal,0,Delhi_Daredevils,0,9,V_Sehwag,"Rajiv_Gandhi_International_Stadium,_Uppal",IL_Howell,AM_Saheba
67,2008,Chennai,2008-04-23,Chennai_Super_Kings,Mumbai_Indians,Mumbai_Indians,field,normal,0,Chennai_Super_Kings,6,0,ML_Hayden,"MA_Chidambaram_Stadium,_Chepauk",DJ_Harper,GA_Pratapkumar
68,2008,Hyderabad,2008-04-24,Deccan_Chargers,Rajasthan_Royals,Rajasthan_Royals,field,normal,0,Rajasthan_Royals,0,3,YK_Pathan,"Rajiv_Gandhi_International_Stadium,_Uppal",Asad_Rauf,MR_Benson
69,2008,Chandigarh,2008-04-25,Kings_XI_Punjab,Mumbai_Indians,Mumbai_Indians,field,normal,0,Kings_XI_Punjab,66,0,KC_Sangakkara,"Punjab_Cricket_Association_Stadium,_Mohali",Aleem_Dar,AM_Saheba
70,2008,Bangalore,2008-04-26,Royal_Challengers_Bangalore,Rajasthan_Royals,Rajasthan_Royals,field,normal,0,Rajasthan_Royals,0,7,SR_Watson,M_Chinnaswamy_Stadium,MR_Benson,IL_Howell
71,2008,Chennai,2008-04-26,Kolkata_Knight_Riders,Chennai_Super_Kings,Kolkata_Knight_Riders,bat,normal,0,Chennai_Super_Kings,0,9,JDP_Oram,"MA_Chidambaram_Stadium,_Chepauk",BF_Bowden,AV_Jayaprakash
72,2008,Mumbai,2008-04-27,Mumbai_Indians,Deccan_Chargers,Deccan_Chargers,field,normal,0,Deccan_Chargers,0,10,AC_Gilchrist,Dr_DY_Patil_Sports_Academy,Asad_Rauf,SL_Shastri
73,2008,Chandigarh,2008-04-27,Delhi_Daredevils,Kings_XI_Punjab,Delhi_Daredevils,bat,normal,0,Kings_XI_Punjab,0,4,SM_Katich,"Punjab_Cricket_Association_Stadium,_Mohali",RE_Koertzen,I_Shivram
74,2008,Bangalore,2008-04-28,Chennai_Super_Kings,Royal_Challengers_Bangalore,Chennai_Super_Kings,bat,normal,0,Chennai_Super_Kings,13,0,MS_Dhoni,M_Chinnaswamy_Stadium,BR_Doctrove,RB_Tiffin
75,2008,Kolkata,2008-04-29,Kolkata_Knight_Riders,Mumbai_Indians,Kolkata_Knight_Riders,bat,normal,0,Mumbai_Indians,0,7,ST_Jayasuriya,Eden_Gardens,BF_Bowden,AV_Jayaprakash
76,2008,Delhi,2008-04-30,Delhi_Daredevils,Royal_Challengers_Bangalore,Royal_Challengers_Bangalore,field,normal,0,Delhi_Daredevils,10,0,GD_McGrath,Feroz_Shah_Kotla,Aleem_Dar,I_Shivram
77,2008,Hyderabad,2008-05-01,Deccan_Chargers,Kings_XI_Punjab,Kings_XI_Punjab,field,normal,0,Kings_XI_Punjab,0,7,SE_Marsh,"Rajiv_Gandhi_International_Stadium,_Uppal",BR_Doctrove,RB_Tiffin
78,2008,Jaipur,2008-05-01,Rajasthan_Royals,Kolkata_Knight_Riders,Rajasthan_Royals,bat,normal,0,Rajasthan_Royals,45,0,SA_Asnodkar,Sawai_Mansingh_Stadium,RE_Koertzen,GA_Pratapkumar
79,2008,Chennai,2008-05-02,Chennai_Super_Kings,Delhi_Daredevils,Chennai_Super_Kings,bat,normal,0,Delhi_Daredevils,0,8,V_Sehwag,"MA_Chidambaram_Stadium,_Chepauk",BF_Bowden,K_Hariharan
80,2008,Hyderabad,2008-05-25,Deccan_Chargers,Royal_Challengers_Bangalore,Deccan_Chargers,bat,normal,0,Royal_Challengers_Bangalore,0,5,R_Vinay_Kumar,"Rajiv_Gandhi_International_Stadium,_Uppal",Asad_Rauf,RE_Koertzen
81,2008,Chandigarh,2008-05-03,Kings_XI_Punjab,Kolkata_Knight_Riders,Kings_XI_Punjab,bat,normal,0,Kings_XI_Punjab,9,0,IK_Pathan,"Punjab_Cricket_Association_Stadium,_Mohali",DJ_Harper,I_Shivram
82,2008,Mumbai,2008-05-04,Mumbai_Indians,Delhi_Daredevils,Delhi_Daredevils,field,normal,0,Mumbai_Indians,29,0,SM_Pollock,Dr_DY_Patil_Sports_Academy,IL_Howell,RE_Koertzen
83,2008,Jaipur,2008-05-04,Chennai_Super_Kings,Rajasthan_Royals,Chennai_Super_Kings,bat,normal,0,Rajasthan_Royals,0,8,Sohail_Tanvir,Sawai_Mansingh_Stadium,Asad_Rauf,AV_Jayaprakash
84,2008,Bangalore,2008-05-05,Royal_Challengers_Bangalore,Kings_XI_Punjab,Kings_XI_Punjab,field,normal,0,Kings_XI_Punjab,0,6,S_Sreesanth,M_Chinnaswamy_Stadium,SJ_Davis,BR_Doctrove
85,2008,Chennai,2008-05-06,Chennai_Super_Kings,Deccan_Chargers,Deccan_Chargers,field,normal,0,Deccan_Chargers,0,7,AC_Gilchrist,"MA_Chidambaram_Stadium,_Chepauk",MR_Benson,RB_Tiffin
86,2008,Mumbai,2008-05-07,Rajasthan_Royals,Mumbai_Indians,Mumbai_Indians,field,normal,0,Mumbai_Indians,0,7,A_Nehra,Dr_DY_Patil_Sports_Academy,DJ_Harper,RE_Koertzen
87,2008,Delhi,2008-05-08,Delhi_Daredevils,Chennai_Super_Kings,Chennai_Super_Kings,field,normal,0,Chennai_Super_Kings,0,4,MS_Dhoni,Feroz_Shah_Kotla,Aleem_Dar,RB_Tiffin
88,2008,Kolkata,2008-05-08,Kolkata_Knight_Riders,Royal_Challengers_Bangalore,Kolkata_Knight_Riders,bat,normal,0,Kolkata_Knight_Riders,5,0,SC_Ganguly,Eden_Gardens,Asad_Rauf,IL_Howell
89,2008,Jaipur,2008-05-09,Deccan_Chargers,Rajasthan_Royals,Rajasthan_Royals,field,normal,0,Rajasthan_Royals,0,8,YK_Pathan,Sawai_Mansingh_Stadium,MR_Benson,AM_Saheba
90,2008,Bangalore,2008-05-28,Royal_Challengers_Bangalore,Mumbai_Indians,Mumbai_Indians,field,normal,0,Mumbai_Indians,0,9,CRD_Fernando,M_Chinnaswamy_Stadium,BF_Bowden,AV_Jayaprakash
91,2008,Chennai,2008-05-10,Chennai_Super_Kings,Kings_XI_Punjab,Kings_XI_Punjab,field,normal,0,Chennai_Super_Kings,18,0,L_Balaji,"MA_Chidambaram_Stadium,_Chepauk",AV_Jayaprakash,BG_Jerling
92,2008,Hyderabad,2008-05-11,Kolkata_Knight_Riders,Deccan_Chargers,Kolkata_Knight_Riders,bat,normal,0,Kolkata_Knight_Riders,23,0,SC_Ganguly,"Rajiv_Gandhi_International_Stadium,_Uppal",IL_Howell,AM_Saheba
93,2008,Jaipur,2008-05-11,Delhi_Daredevils,Rajasthan_Royals,Rajasthan_Royals,field,normal,0,Rajasthan_Royals,0,3,SR_Watson,Sawai_Mansingh_Stadium,SJ_Davis,RE_Koertzen
94,2008,Chandigarh,2008-05-12,Royal_Challengers_Bangalore,Kings_XI_Punjab,Royal_Challengers_Bangalore,bat,normal,0,Kings_XI_Punjab,0,9,SE_Marsh,"Punjab_Cricket_Association_Stadium,_Mohali",BR_Doctrove,I_Shivram
95,2008,Kolkata,2008-05-13,Kolkata_Knight_Riders,Delhi_Daredevils,Kolkata_Knight_Riders,bat,normal,0,Kolkata_Knight_Riders,23,0,Shoaib_Akhtar,Eden_Gardens,Asad_Rauf,IL_Howell
96,2008,Mumbai,2008-05-14,Chennai_Super_Kings,Mumbai_Indians,Mumbai_Indians,field,normal,0,Mumbai_Indians,0,9,ST_Jayasuriya,Wankhede_Stadium,BR_Doctrove,AM_Saheba
97,2008,Chandigarh,2008-05-28,Kings_XI_Punjab,Rajasthan_Royals,Rajasthan_Royals,field,normal,0,Kings_XI_Punjab,41,0,SE_Marsh,"Punjab_Cricket_Association_Stadium,_Mohali",SJ_Davis,K_Hariharan
98,2008,Delhi,2008-05-15,Delhi_Daredevils,Deccan_Chargers,Deccan_Chargers,field,normal,0,Delhi_Daredevils,12,0,A_Mishra,Feroz_Shah_Kotla,BG_Jerling,GA_Pratapkumar
99,2008,Mumbai,2008-05-16,Kolkata_Knight_Riders,Mumbai_Indians,Mumbai_Indians,field,normal,0,Mumbai_Indians,0,8,SM_Pollock,Wankhede_Stadium,BR_Doctrove,DJ_Harper
100,2008,Delhi,2008-05-17,Delhi_Daredevils,Kings_XI_Punjab,Delhi_Daredevils,bat,normal,1,Kings_XI_Punjab,6,0,DPMD_Jayawardene,Feroz_Shah_Kotla,AV_Jayaprakash,RE_Koertzen
101,2008,Jaipur,2008-05-17,Rajasthan_Royals,Royal_Challengers_Bangalore,Royal_Challengers_Bangalore,field,normal,0,Rajasthan_Royals,65,0,GC_Smith,Sawai_Mansingh_Stadium,BF_Bowden,SL_Shastri
102,2008,Hyderabad,2008-05-18,Mumbai_Indians,Deccan_Chargers,Deccan_Chargers,field,normal,0,Mumbai_Indians,25,0,DJ_Bravo,"Rajiv_Gandhi_International_Stadium,_Uppal",BR_Doctrove,DJ_Harper
103,2008,Kolkata,2008-05-18,Kolkata_Knight_Riders,Chennai_Super_Kings,Kolkata_Knight_Riders,bat,normal,1,Chennai_Super_Kings,3,0,M_Ntini,Eden_Gardens,Asad_Rauf,K_Hariharan
104,2008,Bangalore,2008-05-19,Royal_Challengers_Bangalore,Delhi_Daredevils,Delhi_Daredevils,field,normal,0,Delhi_Daredevils,0,5,SP_Goswami,M_Chinnaswamy_Stadium,SJ_Davis,GA_Pratapkumar
105,2008,Kolkata,2008-05-20,Kolkata_Knight_Riders,Rajasthan_Royals,Rajasthan_Royals,field,normal,0,Rajasthan_Royals,0,6,YK_Pathan,Eden_Gardens,BG_Jerling,RE_Koertzen
106,2008,Mumbai,2008-05-21,Kings_XI_Punjab,Mumbai_Indians,Mumbai_Indians,field,normal,0,Kings_XI_Punjab,1,0,SE_Marsh,Wankhede_Stadium,BF_Bowden,GA_Pratapkumar
107,2008,Chennai,2008-05-21,Royal_Challengers_Bangalore,Chennai_Super_Kings,Royal_Challengers_Bangalore,bat,normal,0,Royal_Challengers_Bangalore,14,0,A_Kumble,"MA_Chidambaram_Stadium,_Chepauk",DJ_Harper,I_Shivram
108,2008,Chandigarh,2008-05-23,Deccan_Chargers,Kings_XI_Punjab,Kings_XI_Punjab,field,normal,0,Kings_XI_Punjab,0,6,SE_Marsh,"Punjab_Cricket_Association_Stadium,_Mohali",Asad_Rauf,SJ_Davis
109,2008,Delhi,2008-05-24,Mumbai_Indians,Delhi_Daredevils,Delhi_Daredevils,field,normal,0,Delhi_Daredevils,0,5,KD_Karthik,Feroz_Shah_Kotla,BF_Bowden,K_Hariharan
110,2008,Chennai,2008-05-24,Rajasthan_Royals,Chennai_Super_Kings,Rajasthan_Royals,bat,normal,0,Rajasthan_Royals,10,0,JA_Morkel,"MA_Chidambaram_Stadium,_Chepauk",DJ_Harper,SL_Shastri
111,2008,Bangalore,2008-05-03,Royal_Challengers_Bangalore,Deccan_Chargers,Deccan_Chargers,field,normal,0,Royal_Challengers_Bangalore,3,0,P_Kumar,M_Chinnaswamy_Stadium,BR_Doctrove,SL_Shastri
112,2008,Kolkata,2008-05-25,Kings_XI_Punjab,Kolkata_Knight_Riders,Kings_XI_Punjab,bat,normal,0,Kolkata_Knight_Riders,0,3,Umar_Gul,Eden_Gardens,SJ_Davis,I_Shivram
113,2008,Jaipur,2008-05-26,Mumbai_Indians,Rajasthan_Royals,Rajasthan_Royals,field,normal,0,Rajasthan_Royals,0,5,Sohail_Tanvir,Sawai_Mansingh_Stadium,BF_Bowden,K_Hariharan
114,2008,Hyderabad,2008-05-27,Deccan_Chargers,Chennai_Super_Kings,Deccan_Chargers,bat,normal,0,Chennai_Super_Kings,0,7,SK_Raina,"Rajiv_Gandhi_International_Stadium,_Uppal",BG_Jerling,AM_Saheba
